date,l_ipn,f
2006-09-04,3,2
2006-09-04,3,4
2006-09-04,4,48
2006-09-04,4,2
2006-09-04,4,3
2006-09-04,4,3
2006-09-04,4,2
2006-09-04,4,1
2006-09-04,4,7
2006-09-04,4,1
2006-09-04,4,1
2006-09-04,4,105
2006-09-04,4,83
2006-09-04,5,1
2006-09-04,5,5
2006-09-04,5,4
2006-09-04,5,2
2006-09-04,5,1
2006-09-04,5,23
2006-09-04,5,5
2006-09-04,5,2
2006-09-04,5,1
2006-09-04,5,4
2006-09-04,5,7
2006-09-04,5,1
2006-09-04,5,3
2006-09-04,5,2
2006-09-04,6,1
2006-09-04,6,1
2006-09-04,6,4
2006-09-04,6,24
2006-09-04,6,2
2006-09-04,6,6
2006-09-04,6,1
2006-09-04,6,1
2006-09-04,6,1
2006-09-04,6,4
2006-09-04,6,4
2006-09-04,6,4
2006-09-04,7,11
2006-09-04,7,3
2006-09-04,7,1
2006-09-04,7,2
2006-09-04,7,1
2006-09-04,7,1
2006-09-04,7,4
2006-09-04,7,2
2006-09-04,7,24
2006-09-04,7,102
2006-09-04,7,57
2006-09-04,7,36
2006-09-04,7,48
2006-09-04,8,6
2006-09-04,8,5
2006-09-04,8,27
2006-09-04,8,6
2006-09-04,8,9
2006-09-04,8,2
2006-09-04,8,169
2006-09-04,8,21
2006-09-04,8,1
2006-09-04,8,1
2006-09-04,8,24
2006-09-04,8,4
2006-09-04,8,1
2006-09-04,8,10
2006-09-04,8,5
2006-09-04,8,471
2006-09-04,8,16
2006-09-04,8,8
2006-09-04,8,2
2006-09-04,8,1
2006-09-04,8,54
2006-09-04,8,2
2006-09-04,8,1
2006-09-04,8,1
2006-09-04,8,854
2006-09-04,8,4
2006-09-04,9,1
2006-09-04,9,2
2006-09-04,9,2
2006-09-05,0,1
2006-09-05,0,4
2006-09-05,0,2
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,23
2006-09-05,0,12
2006-09-05,0,2
2006-09-05,0,2
2006-09-05,0,2
2006-09-05,0,2
2006-09-05,0,1
2006-09-05,0,2
2006-09-05,0,1
2006-09-05,0,2
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,2
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,5
2006-09-05,0,2
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,2
2006-09-05,0,1905
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,43
2006-09-05,0,1
2006-09-05,0,2
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,0,2
2006-09-05,0,1
2006-09-05,0,1
2006-09-05,2,2
2006-09-05,2,1
2006-09-05,2,75
2006-09-05,2,142
2006-09-05,2,7
2006-09-05,2,4
2006-09-05,2,125
2006-09-05,2,1
2006-09-05,2,214
2006-09-05,2,2
2006-09-05,2,141
2006-09-05,2,24
2006-09-05,2,14
2006-09-05,2,8
2006-09-05,2,74
2006-09-05,2,2
2006-09-05,2,4
2006-09-05,2,325
2006-09-05,2,4
2006-09-05,2,7
2006-09-05,2,8
2006-09-05,2,28
2006-09-05,2,8
2006-09-05,2,2
2006-09-05,3,2
2006-09-05,3,2
2006-09-05,3,8
2006-09-05,3,4
2006-09-05,3,1
2006-09-05,3,2
2006-09-05,3,1
2006-09-05,3,4
2006-09-05,3,3
2006-09-05,3,2
2006-09-05,3,1
2006-09-05,3,2
2006-09-05,3,2
2006-09-05,3,1
2006-09-05,3,1
2006-09-05,4,6
2006-09-05,4,6
2006-09-05,4,636
2006-09-05,4,1
2006-09-05,4,1
2006-09-05,4,2
2006-09-05,4,8
2006-09-05,4,2
2006-09-05,4,2
2006-09-05,4,1
2006-09-05,4,2
2006-09-05,4,16
2006-09-05,4,3
2006-09-05,4,2
2006-09-05,4,84
2006-09-05,4,84
2006-09-05,4,285
2006-09-05,5,3
2006-09-05,5,2
2006-09-05,6,2
2006-09-05,6,2
2006-09-05,6,15
2006-09-05,6,2
2006-09-05,6,1
2006-09-05,6,2
2006-09-05,6,2
2006-09-05,6,1
2006-09-05,6,1
2006-09-05,6,6
2006-09-05,6,1
2006-09-05,6,1
2006-09-05,6,1
2006-09-05,6,2
2006-09-05,6,2
2006-09-05,6,2
2006-09-05,6,4
2006-09-05,7,1
2006-09-05,7,41
2006-09-05,7,7
2006-09-05,7,2
2006-09-05,7,9
2006-09-05,7,2
2006-09-05,7,10
2006-09-05,7,19
2006-09-05,7,4
2006-09-05,7,11
2006-09-05,7,3
2006-09-05,7,5
2006-09-05,7,79
2006-09-05,7,3
2006-09-05,7,6
2006-09-05,7,46
2006-09-05,7,4
2006-09-05,7,183
2006-09-05,7,7
2006-09-05,7,21
2006-09-05,8,1
2006-09-05,8,6
2006-09-05,8,3
2006-09-05,8,8
2006-09-05,8,19
2006-09-05,8,1
2006-09-05,8,1
2006-09-05,8,45
2006-09-05,8,1
2006-09-05,8,2
2006-09-05,8,2
2006-09-05,8,1
2006-09-05,8,3
2006-09-05,8,274
2006-09-05,8,8
2006-09-05,8,2
2006-09-05,8,1
2006-09-05,8,1
2006-09-05,8,4
2006-09-05,9,1
2006-09-05,9,1
2006-09-05,9,2
2006-09-05,9,1
2006-09-06,0,12
2006-09-06,0,2
2006-09-06,0,2
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,23
2006-09-06,0,6
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,2
2006-09-06,0,2
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,2
2006-09-06,0,2
2006-09-06,0,2
2006-09-06,0,2
2006-09-06,0,1
2006-09-06,0,2
2006-09-06,0,1
2006-09-06,0,2
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,51
2006-09-06,0,1
2006-09-06,0,2
2006-09-06,0,2
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,2
2006-09-06,0,1
2006-09-06,0,4
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,2
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,0,1
2006-09-06,2,5
2006-09-06,2,33
2006-09-06,2,99
2006-09-06,2,85
2006-09-06,2,42
2006-09-06,2,3
2006-09-06,2,15
2006-09-06,2,1
2006-09-06,2,10
2006-09-06,2,6
2006-09-06,2,212
2006-09-06,2,3
2006-09-06,2,2
2006-09-06,2,153
2006-09-06,2,6
2006-09-06,2,85
2006-09-06,2,1
2006-09-06,2,2
2006-09-06,2,27
2006-09-06,2,1
2006-09-06,2,5
2006-09-06,2,6
2006-09-06,2,16
2006-09-06,2,104
2006-09-06,2,6
2006-09-06,2,100
2006-09-06,2,2
2006-09-06,2,9
2006-09-06,2,5
2006-09-06,2,12
2006-09-06,2,3
2006-09-06,2,5
2006-09-06,2,1
2006-09-06,2,19
2006-09-06,2,38
2006-09-06,2,1
2006-09-06,2,1
2006-09-06,2,3
2006-09-06,3,1
2006-09-06,3,6
2006-09-06,3,2
2006-09-06,3,1
2006-09-06,3,4
2006-09-06,3,22
2006-09-06,3,1
2006-09-06,3,2
2006-09-06,3,1
2006-09-06,3,1
2006-09-06,3,2
2006-09-06,4,1
2006-09-06,4,9
2006-09-06,4,3
2006-09-06,4,1
2006-09-06,4,33
2006-09-06,4,2
2006-09-06,4,1
2006-09-06,4,2
2006-09-06,4,2
2006-09-06,4,13
2006-09-06,4,28
2006-09-06,4,3
2006-09-06,4,83
2006-09-06,4,548
2006-09-06,6,1
2006-09-06,6,14
2006-09-06,6,1
2006-09-06,6,6
2006-09-06,6,1
2006-09-06,6,11
2006-09-06,6,22
2006-09-06,6,2
2006-09-06,6,1
2006-09-06,6,4
2006-09-06,6,1
2006-09-06,6,4
2006-09-06,6,2
2006-09-06,7,1
2006-09-06,7,2
2006-09-06,7,5
2006-09-06,7,5
2006-09-06,7,3
2006-09-06,7,2
2006-09-06,7,5
2006-09-06,7,2
2006-09-06,7,8
2006-09-06,7,2
2006-09-06,7,2
2006-09-06,7,4
2006-09-06,7,8
2006-09-06,7,3
2006-09-06,7,4
2006-09-06,7,4
2006-09-06,7,63
2006-09-06,7,5
2006-09-06,7,2
2006-09-06,7,52
2006-09-06,7,1
2006-09-06,7,1
2006-09-06,7,85
2006-09-06,7,1
2006-09-06,7,10
2006-09-06,7,10
2006-09-06,8,11
2006-09-06,8,2
2006-09-06,8,4
2006-09-06,8,2
2006-09-06,8,15
2006-09-06,8,19
2006-09-06,8,12
2006-09-06,8,29
2006-09-06,8,4
2006-09-06,8,2
2006-09-06,8,1
2006-09-06,8,26
2006-09-06,8,35
2006-09-06,8,1
2006-09-06,8,2
2006-09-06,8,3
2006-09-06,8,2
2006-09-06,8,1
2006-09-06,8,2
2006-09-06,8,3
2006-09-06,8,5
2006-09-06,8,3
2006-09-06,8,4
2006-09-06,8,7
2006-09-06,8,4
2006-09-06,8,338
2006-09-06,8,7
2006-09-06,8,8
2006-09-06,8,1
2006-09-06,8,6
2006-09-06,8,46
2006-09-06,8,19
2006-09-06,8,92
2006-09-06,8,2
2006-09-06,8,4
2006-09-06,9,1
2006-09-06,9,1
2006-09-06,9,2
2006-09-07,0,1
2006-09-07,0,3
2006-09-07,0,1
2006-09-07,0,2
2006-09-07,0,1
2006-09-07,0,50
2006-09-07,0,1
2006-09-07,0,7
2006-09-07,0,7
2006-09-07,0,2
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,2
2006-09-07,0,2
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,4
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,36
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,2
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,0,1
2006-09-07,2,148
2006-09-07,2,20
2006-09-07,2,5
2006-09-07,2,85
2006-09-07,2,125
2006-09-07,2,45
2006-09-07,2,59
2006-09-07,2,1
2006-09-07,2,5
2006-09-07,2,2
2006-09-07,2,2
2006-09-07,2,45
2006-09-07,2,171
2006-09-07,2,17
2006-09-07,2,322
2006-09-07,2,50
2006-09-07,2,2
2006-09-07,2,84
2006-09-07,2,20
2006-09-07,2,1
2006-09-07,2,6
2006-09-07,2,1
2006-09-07,2,1
2006-09-07,2,5
2006-09-07,2,36
2006-09-07,2,6
2006-09-07,2,2
2006-09-07,2,22
2006-09-07,2,9
2006-09-07,2,3
2006-09-07,2,1
2006-09-07,2,20
2006-09-07,2,4
2006-09-07,2,4
2006-09-07,2,5
2006-09-07,2,54
2006-09-07,2,6
2006-09-07,2,2
2006-09-07,2,88
2006-09-07,2,5
2006-09-07,2,1
2006-09-07,2,3
2006-09-07,2,7
2006-09-07,2,404
2006-09-07,2,24
2006-09-07,2,125
2006-09-07,2,8
2006-09-07,2,26
2006-09-07,2,7
2006-09-07,2,5
2006-09-07,2,2
2006-09-07,2,1
2006-09-07,2,12
2006-09-07,2,24
2006-09-07,2,20
2006-09-07,2,13
2006-09-07,2,6
2006-09-07,2,2
2006-09-07,2,454
2006-09-07,2,93
2006-09-07,2,8
2006-09-07,2,5
2006-09-07,2,8
2006-09-07,2,1
2006-09-07,3,26
2006-09-07,3,2
2006-09-07,3,4
2006-09-07,3,1
2006-09-07,3,34
2006-09-07,3,1
2006-09-07,4,4
2006-09-07,4,3
2006-09-07,4,165
2006-09-07,4,1
2006-09-07,4,2
2006-09-07,4,1
2006-09-07,4,2
2006-09-07,4,1
2006-09-07,4,2
2006-09-07,4,7
2006-09-07,4,2
2006-09-07,4,32
2006-09-07,4,14
2006-09-07,4,2
2006-09-07,4,9
2006-09-07,4,84
2006-09-07,4,474
2006-09-07,6,29
2006-09-07,6,4
2006-09-07,6,2
2006-09-07,6,5
2006-09-07,6,41
2006-09-07,6,3
2006-09-07,6,1
2006-09-07,7,5
2006-09-07,7,10
2006-09-07,7,1
2006-09-07,7,18
2006-09-07,7,7
2006-09-07,7,8
2006-09-07,7,2
2006-09-07,7,19
2006-09-07,7,3
2006-09-07,7,2
2006-09-07,7,2
2006-09-07,7,1
2006-09-07,7,2
2006-09-07,7,10
2006-09-07,7,1
2006-09-07,7,1
2006-09-07,7,89
2006-09-07,7,48
2006-09-07,7,1
2006-09-07,7,181
2006-09-07,7,4
2006-09-07,7,2
2006-09-07,7,30
2006-09-07,7,3
2006-09-07,7,8
2006-09-07,7,23
2006-09-07,8,15
2006-09-07,8,5
2006-09-07,8,3
2006-09-07,8,5
2006-09-07,8,4
2006-09-07,8,32
2006-09-07,8,1
2006-09-07,8,5
2006-09-07,8,5
2006-09-07,8,3
2006-09-07,8,5
2006-09-07,8,4
2006-09-07,8,2
2006-09-07,8,5
2006-09-07,8,3
2006-09-07,8,3
2006-09-07,8,31
2006-09-07,8,8
2006-09-07,8,4
2006-09-07,8,6
2006-09-07,8,32
2006-09-07,8,2
2006-09-07,8,6
2006-09-07,8,19
2006-09-07,8,5
2006-09-07,8,26
2006-09-07,8,1
2006-09-07,8,9
2006-09-07,8,1
2006-09-07,8,3
2006-09-07,8,3
2006-09-07,8,21
2006-09-07,8,1
2006-09-07,8,2
2006-09-07,8,4
2006-09-07,8,2
2006-09-07,8,2
2006-09-07,8,1
2006-09-07,8,4
2006-09-07,8,2
2006-09-07,8,5
2006-09-07,8,10
2006-09-07,8,1
2006-09-07,8,13
2006-09-07,8,5
2006-09-07,8,1
2006-09-07,8,688
2006-09-07,8,4
2006-09-07,8,1
2006-09-07,8,14
2006-09-07,8,3
2006-09-07,8,2
2006-09-07,8,6
2006-09-07,8,2
2006-09-07,8,1
2006-09-07,8,2
2006-09-07,8,11
2006-09-07,8,136
2006-09-07,8,3
2006-09-07,8,25
2006-09-07,8,1
2006-09-07,8,15
2006-09-07,9,1
2006-09-07,9,3
2006-09-08,0,3
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,27
2006-09-08,0,15
2006-09-08,0,6
2006-09-08,0,1
2006-09-08,0,2
2006-09-08,0,2
2006-09-08,0,2
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,2
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,2
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,4
2006-09-08,0,1
2006-09-08,0,2
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,45
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,3
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,1
2006-09-08,0,2
2006-09-08,2,12
2006-09-08,2,1
2006-09-08,2,29
2006-09-08,2,2
2006-09-08,2,22
2006-09-08,2,84
2006-09-08,2,5
2006-09-08,2,1
2006-09-08,2,2
2006-09-08,2,5
2006-09-08,2,6
2006-09-08,2,103
2006-09-08,2,2
2006-09-08,2,149
2006-09-08,2,13
2006-09-08,2,84
2006-09-08,2,3
2006-09-08,2,1
2006-09-08,2,20
2006-09-08,2,40
2006-09-08,2,16
2006-09-08,2,533
2006-09-08,2,5
2006-09-08,2,2
2006-09-08,2,4
2006-09-08,2,8
2006-09-08,2,24
2006-09-08,2,8
2006-09-08,2,68
2006-09-08,2,39
2006-09-08,2,3
2006-09-08,2,3
2006-09-08,2,2
2006-09-08,3,1
2006-09-08,3,52
2006-09-08,3,2
2006-09-08,3,2
2006-09-08,3,1
2006-09-08,3,1
2006-09-08,3,2
2006-09-08,3,1
2006-09-08,3,1
2006-09-08,3,2
2006-09-08,3,1
2006-09-08,3,2
2006-09-08,4,2
2006-09-08,4,4
2006-09-08,4,3
2006-09-08,4,2
2006-09-08,4,1
2006-09-08,4,2
2006-09-08,4,6
2006-09-08,4,1
2006-09-08,4,13
2006-09-08,4,2
2006-09-08,4,5
2006-09-08,4,83
2006-09-08,4,210
2006-09-08,6,4
2006-09-08,6,26
2006-09-08,6,5
2006-09-08,6,3
2006-09-08,6,2
2006-09-08,6,33
2006-09-08,6,2
2006-09-08,6,2
2006-09-08,6,4
2006-09-08,6,2
2006-09-08,6,1
2006-09-08,6,1
2006-09-08,7,5
2006-09-08,7,13
2006-09-08,7,5
2006-09-08,7,1
2006-09-08,7,1
2006-09-08,7,1
2006-09-08,7,2
2006-09-08,7,1
2006-09-08,7,2
2006-09-08,7,7
2006-09-08,7,1
2006-09-08,7,4
2006-09-08,7,4
2006-09-08,7,33
2006-09-08,7,48
2006-09-08,7,1
2006-09-08,7,63
2006-09-08,7,2
2006-09-08,7,12
2006-09-08,7,12
2006-09-08,7,2
2006-09-08,7,13
2006-09-08,8,7
2006-09-08,8,4
2006-09-08,8,5
2006-09-08,8,24
2006-09-08,8,3
2006-09-08,8,26
2006-09-08,8,3
2006-09-08,8,6
2006-09-08,8,10
2006-09-08,8,11
2006-09-08,8,1
2006-09-08,8,18
2006-09-08,8,2
2006-09-08,8,1
2006-09-08,8,3
2006-09-08,8,1
2006-09-08,8,2
2006-09-08,8,3
2006-09-08,8,4166
2006-09-08,8,1
2006-09-08,8,4
2006-09-08,8,2
2006-09-08,8,1
2006-09-08,8,3
2006-09-08,8,1
2006-09-08,8,355
2006-09-08,8,7
2006-09-08,8,2
2006-09-08,8,10
2006-09-08,8,2
2006-09-08,8,1
2006-09-08,8,8
2006-09-08,8,2
2006-09-08,8,16
2006-09-08,8,1
2006-09-08,8,5
2006-09-08,8,3
2006-09-08,8,4
2006-09-08,9,2
2006-09-08,9,3
2006-09-08,9,2
2006-09-09,0,2
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,27
2006-09-09,0,2
2006-09-09,0,2
2006-09-09,0,4
2006-09-09,0,2
2006-09-09,0,2
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,9
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,11
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,6
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,18
2006-09-09,0,1
2006-09-09,0,22
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,2
2006-09-09,0,1
2006-09-09,0,1
2006-09-09,0,2
2006-09-09,0,3
2006-09-09,0,1
2006-09-09,0,2
2006-09-09,2,1
2006-09-09,2,1
2006-09-09,2,83
2006-09-09,2,1
2006-09-09,2,3
2006-09-09,2,1
2006-09-09,2,9
2006-09-09,2,15
2006-09-09,2,1
2006-09-09,2,128
2006-09-09,2,3
2006-09-09,2,85
2006-09-09,2,1
2006-09-09,2,1
2006-09-09,2,6
2006-09-09,2,59
2006-09-09,2,1
2006-09-09,2,1
2006-09-09,2,378
2006-09-09,2,7
2006-09-09,2,2
2006-09-09,2,5
2006-09-09,2,87
2006-09-09,3,2
2006-09-09,3,2
2006-09-09,3,1
2006-09-09,3,1
2006-09-09,3,24
2006-09-09,3,2
2006-09-09,3,4
2006-09-09,3,1
2006-09-09,3,6
2006-09-09,3,15
2006-09-09,3,2
2006-09-09,3,2
2006-09-09,3,1
2006-09-09,3,2
2006-09-09,3,1
2006-09-09,4,1
2006-09-09,4,1
2006-09-09,4,636
2006-09-09,4,1
2006-09-09,4,30
2006-09-09,4,1
2006-09-09,4,1
2006-09-09,4,49
2006-09-09,4,5
2006-09-09,4,1
2006-09-09,4,1
2006-09-09,4,162
2006-09-09,4,7
2006-09-09,6,2
2006-09-09,6,1
2006-09-09,6,2
2006-09-09,6,3
2006-09-09,6,2
2006-09-09,6,1
2006-09-09,6,4
2006-09-09,6,2
2006-09-09,6,1
2006-09-09,6,1
2006-09-09,6,2
2006-09-09,6,1
2006-09-09,6,1
2006-09-09,6,1
2006-09-09,6,6
2006-09-09,6,2
2006-09-09,6,2
2006-09-09,6,1
2006-09-09,7,11
2006-09-09,7,3
2006-09-09,7,1
2006-09-09,7,2
2006-09-09,7,1
2006-09-09,7,4
2006-09-09,7,1
2006-09-09,7,11
2006-09-09,7,48
2006-09-09,7,4
2006-09-09,7,2
2006-09-09,7,2
2006-09-09,7,6
2006-09-09,8,54
2006-09-09,8,11
2006-09-09,8,3
2006-09-09,8,19
2006-09-09,8,3
2006-09-09,8,2
2006-09-09,8,3
2006-09-09,8,5
2006-09-09,8,20
2006-09-09,8,8
2006-09-09,8,7
2006-09-09,8,14
2006-09-09,8,23
2006-09-09,8,11
2006-09-09,8,2
2006-09-09,8,5
2006-09-09,8,11
2006-09-09,8,1
2006-09-09,8,12
2006-09-09,8,2
2006-09-09,8,2
2006-09-09,8,35
2006-09-09,8,18
2006-09-09,8,1
2006-09-09,8,1
2006-09-09,8,3
2006-09-09,8,6
2006-09-09,8,13
2006-09-09,8,2
2006-09-09,8,6
2006-09-09,8,2
2006-09-09,8,12
2006-09-09,8,6
2006-09-09,8,1
2006-09-09,8,4
2006-09-09,8,11
2006-09-09,8,271
2006-09-09,8,4
2006-09-09,8,3
2006-09-09,8,2
2006-09-09,8,10
2006-09-09,8,22
2006-09-09,8,1
2006-09-09,8,3
2006-09-09,8,60
2006-09-09,8,1
2006-09-09,8,10
2006-09-09,8,11
2006-09-09,9,1
2006-09-09,9,2
2006-09-09,9,2
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,11
2006-09-10,0,15
2006-09-10,0,4
2006-09-10,0,2
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,4
2006-09-10,0,2
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,5
2006-09-10,0,30
2006-09-10,0,1
2006-09-10,0,2
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,1
2006-09-10,0,2
2006-09-10,0,1
2006-09-10,2,936
2006-09-10,2,85
2006-09-10,2,1
2006-09-10,2,4
2006-09-10,2,1
2006-09-10,2,13
2006-09-10,2,1
2006-09-10,2,3
2006-09-10,2,84
2006-09-10,2,1
2006-09-10,2,1
2006-09-10,2,346
2006-09-10,2,4
2006-09-10,2,4
2006-09-10,2,1
2006-09-10,2,89
2006-09-10,3,1
2006-09-10,3,42
2006-09-10,3,2
2006-09-10,3,1
2006-09-10,3,4
2006-09-10,3,1
2006-09-10,3,28
2006-09-10,3,34
2006-09-10,3,1
2006-09-10,3,1
2006-09-10,3,2
2006-09-10,3,1
2006-09-10,4,2
2006-09-10,4,1
2006-09-10,4,49
2006-09-10,4,2
2006-09-10,4,2
2006-09-10,4,2
2006-09-10,4,72
2006-09-10,4,136
2006-09-10,6,1
2006-09-10,6,71
2006-09-10,6,2
2006-09-10,6,3
2006-09-10,6,5
2006-09-10,6,33
2006-09-10,6,37
2006-09-10,6,2
2006-09-10,6,2
2006-09-10,6,2
2006-09-10,6,2
2006-09-10,7,5
2006-09-10,7,2
2006-09-10,7,8
2006-09-10,7,2
2006-09-10,7,2
2006-09-10,7,6
2006-09-10,7,6
2006-09-10,7,4
2006-09-10,7,3
2006-09-10,7,19
2006-09-10,7,1
2006-09-10,7,7
2006-09-10,7,2
2006-09-10,7,1
2006-09-10,7,2
2006-09-10,7,4
2006-09-10,7,4
2006-09-10,7,2
2006-09-10,7,2
2006-09-10,7,1
2006-09-10,7,6
2006-09-10,7,1
2006-09-10,7,30
2006-09-10,7,3
2006-09-10,7,7
2006-09-10,7,70
2006-09-10,7,48
2006-09-10,7,2
2006-09-10,7,1
2006-09-10,7,154
2006-09-10,7,4
2006-09-10,7,36
2006-09-10,7,1
2006-09-10,7,4
2006-09-10,7,2
2006-09-10,7,14
2006-09-10,8,8
2006-09-10,8,1
2006-09-10,8,1
2006-09-10,8,2
2006-09-10,8,4
2006-09-10,8,1
2006-09-10,9,1
2006-09-10,9,1
2006-09-10,9,2
2006-09-11,0,2
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,51
2006-09-11,0,1
2006-09-11,0,12
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,106
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,2
2006-09-11,0,2
2006-09-11,0,1
2006-09-11,0,2
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,3
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,23
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,0,1
2006-09-11,2,2
2006-09-11,2,40
2006-09-11,2,183
2006-09-11,2,91
2006-09-11,2,11
2006-09-11,2,2
2006-09-11,2,1
2006-09-11,2,5
2006-09-11,2,90
2006-09-11,2,8
2006-09-11,2,67
2006-09-11,2,23
2006-09-11,2,87
2006-09-11,2,17
2006-09-11,2,1
2006-09-11,2,497
2006-09-11,2,61
2006-09-11,2,1
2006-09-11,2,1
2006-09-11,2,4
2006-09-11,2,4
2006-09-11,2,4
2006-09-11,2,46
2006-09-11,2,2
2006-09-11,3,6
2006-09-11,3,6
2006-09-11,3,1
2006-09-11,3,1
2006-09-11,3,2
2006-09-11,3,1
2006-09-11,3,1
2006-09-11,3,5
2006-09-11,3,1
2006-09-11,3,1
2006-09-11,3,5
2006-09-11,3,2
2006-09-11,3,1
2006-09-11,3,1
2006-09-11,3,1
2006-09-11,4,2
2006-09-11,4,1
2006-09-11,4,220
2006-09-11,4,50
2006-09-11,4,8
2006-09-11,4,8
2006-09-11,4,21
2006-09-11,4,1
2006-09-11,4,84
2006-09-11,6,1
2006-09-11,6,9
2006-09-11,6,1
2006-09-11,6,1
2006-09-11,6,4
2006-09-11,6,3
2006-09-11,6,2
2006-09-11,6,2
2006-09-11,6,6
2006-09-11,6,2
2006-09-11,6,1
2006-09-11,6,1
2006-09-11,6,1
2006-09-11,6,6
2006-09-11,6,2
2006-09-11,6,4
2006-09-11,6,1
2006-09-11,7,13
2006-09-11,7,9
2006-09-11,7,1
2006-09-11,7,7
2006-09-11,7,2
2006-09-11,7,2
2006-09-11,7,5
2006-09-11,7,10
2006-09-11,7,4
2006-09-11,7,1
2006-09-11,7,2
2006-09-11,7,7
2006-09-11,7,14
2006-09-11,7,8
2006-09-11,7,1
2006-09-11,7,49
2006-09-11,7,6
2006-09-11,7,48
2006-09-11,7,2
2006-09-11,7,7
2006-09-11,7,7
2006-09-11,7,129
2006-09-11,7,2
2006-09-11,7,38
2006-09-11,7,15
